1  16.3652	2.227066e+00	1.216994e-01	1.041349e+00	3.087535e+00	9.598642e-01	5.432734e-02	
2  14.6259	2.211080e+00	1.226578e-01	1.041161e+00	3.091488e+00	9.585901e-01	5.593478e-02	
5  13.5611	2.213893e+00	1.219617e-01	1.040850e+00	3.093041e+00	9.604318e-01	5.792992e-02	
2  14.3725	2.202631e+00	1.219225e-01	1.040805e+00	3.092451e+00	9.606912e-01	5.800196e-02	
1  14.2509	2.201122e+00	1.228663e-01	1.040661e+00	3.089042e+00	9.592934e-01	5.531016e-02	
4  9.51981	2.212311e+00	1.233260e-01	1.041208e+00	3.086896e+00	9.560785e-01	5.335598e-02	
3  7.41472	2.215925e+00	1.229589e-01	1.040339e+00	3.088202e+00	9.585987e-01	5.590511e-02	
3  5.53777	2.239076e+00	1.212041e-01	1.040373e+00	3.097212e+00	9.603445e-01	6.321365e-02	
8  8.08644	2.229824e+00	1.239189e-01	1.041128e+00	3.100748e+00	9.535842e-01	6.037547e-02	
1  8.74766	2.235247e+00	1.244463e-01	1.041161e+00	3.095235e+00	9.542801e-01	5.701141e-02	
2  9.92019	2.237896e+00	1.242727e-01	1.041458e+00	3.094037e+00	9.574119e-01	5.684113e-02	
5  10.8155	2.220855e+00	1.253232e-01	1.040904e+00	3.099625e+00	9.526353e-01	5.819822e-02	
5  8.51601	2.221612e+00	1.245434e-01	1.040631e+00	3.085286e+00	9.528728e-01	5.167649e-02	
3  8.90968	2.231613e+00	1.239183e-01	1.040622e+00	3.084611e+00	9.517169e-01	5.153945e-02	
1  3.55993	2.227639e+00	1.224506e-01	1.040592e+00	3.082086e+00	9.583004e-01	5.341392e-02	
1  4.91693	2.226449e+00	1.233099e-01	1.041107e+00	3.078879e+00	9.590401e-01	5.071147e-02	
3  2.58419	2.229865e+00	1.216893e-01	1.041266e+00	3.081071e+00	9.578300e-01	5.361950e-02	
4  3.48657	2.232709e+00	1.214587e-01	1.040908e+00	3.079146e+00	9.565447e-01	5.237892e-02	
2  5.37903	2.241343e+00	1.205104e-01	1.040754e+00	3.068806e+00	9.576253e-01	4.802266e-02	
1  5.04516	2.238536e+00	1.209681e-01	1.041090e+00	3.069271e+00	9.600098e-01	4.762321e-02	
1  3.2073	2.236261e+00	1.208568e-01	1.040948e+00	3.070926e+00	9.599622e-01	4.904886e-02	
3  4.81659	2.234124e+00	1.214044e-01	1.041367e+00	3.072061e+00	9.609393e-01	4.874280e-02	
3  3.68385	2.235402e+00	1.208857e-01	1.041518e+00	3.080736e+00	9.622948e-01	5.390047e-02	
3  3.08408	2.239221e+00	1.208554e-01	1.041111e+00	3.083254e+00	9.649300e-01	5.591542e-02	
3  3.24573	2.227982e+00	1.205940e-01	1.040967e+00	3.073565e+00	9.651361e-01	5.153394e-02	
7  3.23255	2.228866e+00	1.207238e-01	1.041271e+00	3.075025e+00	9.673196e-01	5.266266e-02	
6  2.56495	2.224709e+00	1.195477e-01	1.041313e+00	3.083955e+00	9.686352e-01	5.920740e-02	
5  1.49182	2.232156e+00	1.203646e-01	1.040976e+00	3.088312e+00	9.632762e-01	5.954941e-02	
1  1.48853	2.242285e+00	1.185769e-01	1.041267e+00	3.071421e+00	9.655410e-01	5.318682e-02	
5  2.91151	2.239476e+00	1.186846e-01	1.041286e+00	3.065112e+00	9.641501e-01	4.988669e-02	
3  3.51947	2.243625e+00	1.184290e-01	1.041602e+00	3.066992e+00	9.654943e-01	5.062878e-02	
3  2.04261	2.255921e+00	1.174994e-01	1.041419e+00	3.074414e+00	9.698351e-01	5.584588e-02	
3  2.36791	2.257669e+00	1.180160e-01	1.041423e+00	3.070349e+00	9.690406e-01	5.276813e-02	
7  2.06355	2.248729e+00	1.201913e-01	1.041310e+00	3.079478e+00	9.667958e-01	5.511053e-02	
1  0.419681	2.235781e+00	1.197565e-01	1.041110e+00	3.070518e+00	9.654255e-01	5.166504e-02	
11  1.28663	2.220126e+00	1.200982e-01	1.041102e+00	3.076122e+00	9.652771e-01	5.460860e-02	
1  3.33492	2.234803e+00	1.193344e-01	1.041843e+00	3.073055e+00	9.684548e-01	5.393626e-02	
7  1.22356	2.247669e+00	1.191973e-01	1.041191e+00	3.079443e+00	9.698604e-01	5.768270e-02	
5  1.85997	2.253491e+00	1.200971e-01	1.040700e+00	3.078327e+00	9.636521e-01	5.545692e-02	
2  3.09666	2.246368e+00	1.208521e-01	1.040435e+00	3.072313e+00	9.623698e-01	5.147929e-02	
1  5.0973	2.248316e+00	1.202920e-01	1.040416e+00	3.067034e+00	9.671802e-01	5.020466e-02	
1  3.47474	2.261690e+00	1.200706e-01	1.041355e+00	3.079948e+00	9.690522e-01	5.673517e-02	
9  2.74713	2.257206e+00	1.205695e-01	1.041372e+00	3.072772e+00	9.659460e-01	5.260273e-02	
3  2.5383	2.227452e+00	1.197037e-01	1.040990e+00	3.064441e+00	9.681464e-01	5.059654e-02	
3  0.765103	2.242589e+00	1.200255e-01	1.041426e+00	3.071283e+00	9.653463e-01	5.203926e-02	
1  1.14742	2.248912e+00	1.192785e-01	1.041495e+00	3.074609e+00	9.668753e-01	5.479786e-02	
8  1.57027	2.241364e+00	1.204940e-01	1.040636e+00	3.078119e+00	9.616843e-01	5.418997e-02	
3  2.09567	2.253849e+00	1.204976e-01	1.040823e+00	3.076802e+00	9.608264e-01	5.307113e-02	
1  2.23421	2.266371e+00	1.199512e-01	1.041222e+00	3.074806e+00	9.640060e-01	5.313449e-02	
1  2.45076	2.269061e+00	1.188270e-01	1.041127e+00	3.067579e+00	9.659764e-01	5.094255e-02	
1  1.94397	2.256679e+00	1.184979e-01	1.041673e+00	3.078738e+00	9.696611e-01	5.749408e-02	
11  0.887347	2.248382e+00	1.187438e-01	1.041354e+00	3.076576e+00	9.663385e-01	5.546630e-02	
2  2.3135	2.250217e+00	1.190080e-01	1.041589e+00	3.084208e+00	9.654573e-01	5.844354e-02	
1  1.3724	2.253984e+00	1.183835e-01	1.041179e+00	3.080193e+00	9.704288e-01	5.861520e-02	
