3  9.4344	2.216074e+00	1.224780e-01	1.041009e+00	3.080466e+00	9.607140e-01	5.621495e-02	
16  4.81045	2.224452e+00	1.227118e-01	1.040713e+00	3.067422e+00	9.632165e-01	4.840205e-02	
20  0.981462	2.248932e+00	1.204795e-01	1.040907e+00	3.078304e+00	9.640169e-01	5.518297e-02	
19  1.3121	2.249904e+00	1.183999e-01	1.040949e+00	3.074750e+00	9.683783e-01	5.624631e-02	
10  1.80212	2.248259e+00	1.195055e-01	1.041052e+00	3.078232e+00	9.661105e-01	5.497930e-02	
5  3.08438	2.254608e+00	1.212179e-01	1.040843e+00	3.083461e+00	9.611789e-01	5.553749e-02	
6  3.09952	2.241761e+00	1.200238e-01	1.040872e+00	3.073266e+00	9.646739e-01	5.164444e-02	
5  3.126	2.249363e+00	1.206419e-01	1.041285e+00	3.083775e+00	9.597764e-01	5.702595e-02	
29  2.19625	2.265788e+00	1.192926e-01	1.041354e+00	3.067699e+00	9.657009e-01	5.042699e-02	
2  4.56646	2.261370e+00	1.199598e-01	1.041392e+00	3.063393e+00	9.691326e-01	4.814221e-02	
3  3.48768	2.247688e+00	1.210976e-01	1.041342e+00	3.071313e+00	9.650929e-01	4.984319e-02	
19  3.15365	2.246292e+00	1.206387e-01	1.040924e+00	3.067831e+00	9.679843e-01	5.027197e-02	
21  3.06048	2.217393e+00	1.210316e-01	1.040882e+00	3.062124e+00	9.657933e-01	4.742551e-02	
14  3.2161	2.228994e+00	1.202294e-01	1.040749e+00	3.058590e+00	9.663731e-01	4.661839e-02	
38  0.846508	2.243791e+00	1.192097e-01	1.040879e+00	3.069990e+00	9.669328e-01	5.293551e-02	
3  5.39955	2.232903e+00	1.198817e-01	1.040882e+00	3.102754e+00	9.622985e-01	6.740165e-02	
23  2.27041	2.235713e+00	1.215209e-01	1.040654e+00	3.069138e+00	9.591754e-01	4.862687e-02	
6  2.57118	2.233748e+00	1.210074e-01	1.040757e+00	3.079519e+00	9.609454e-01	5.358425e-02	
17  3.55618	2.216103e+00	1.215465e-01	1.040621e+00	3.066429e+00	9.582259e-01	4.739273e-02	
15  2.65755	2.233156e+00	1.195209e-01	1.040990e+00	3.063191e+00	9.624098e-01	4.816078e-02	
23  1.96663	2.238289e+00	1.182083e-01	1.041405e+00	3.076682e+00	9.684349e-01	5.654070e-02	
1  2.84325	2.245241e+00	1.177537e-01	1.041286e+00	3.065513e+00	9.672496e-01	5.111193e-02	
# After 22 accepted steps: update proposal with max(R-1) = 1.094089 and jumping factor = 2.400000 
