1  8.88926	2.229859e+00	1.206654e-01	1.041062e+00	3.070658e+00	9.651500e-01	5.378314e-02	
5  6.25405	2.233589e+00	1.191126e-01	1.040799e+00	3.097290e+00	9.678510e-01	6.762256e-02	
1  6.78542	2.219488e+00	1.183015e-01	1.040774e+00	3.088076e+00	9.664546e-01	6.218433e-02	
5  7.90713	2.240774e+00	1.159280e-01	1.041519e+00	3.081030e+00	9.739682e-01	6.241790e-02	
16  7.40974	2.240670e+00	1.166653e-01	1.041422e+00	3.086639e+00	9.759740e-01	6.382540e-02	
5  4.25403	2.246665e+00	1.196067e-01	1.040949e+00	3.098592e+00	9.665630e-01	6.552885e-02	
16  4.82369	2.268313e+00	1.196096e-01	1.040877e+00	3.093554e+00	9.655466e-01	6.347637e-02	
3  5.33018	2.284749e+00	1.175768e-01	1.041148e+00	3.082655e+00	9.706938e-01	6.067043e-02	
11  5.1639	2.285739e+00	1.167645e-01	1.041335e+00	3.081681e+00	9.720794e-01	6.087921e-02	
34  3.14726	2.274828e+00	1.180950e-01	1.041177e+00	3.075774e+00	9.670109e-01	5.621330e-02	
6  4.88878	2.275826e+00	1.165673e-01	1.041223e+00	3.082572e+00	9.740565e-01	6.218388e-02	
1  4.13586	2.266696e+00	1.167742e-01	1.041529e+00	3.079054e+00	9.735752e-01	5.897578e-02	
2  4.58143	2.258223e+00	1.178756e-01	1.041340e+00	3.071727e+00	9.665227e-01	5.262435e-02	
7  3.18002	2.253868e+00	1.180397e-01	1.041476e+00	3.071154e+00	9.657120e-01	5.391573e-02	
1  1.9488	2.249158e+00	1.193939e-01	1.041130e+00	3.074139e+00	9.667244e-01	5.304934e-02	
1  3.995	2.241495e+00	1.202270e-01	1.040990e+00	3.064841e+00	9.632010e-01	4.695223e-02	
34  1.72819	2.228966e+00	1.205976e-01	1.040642e+00	3.073906e+00	9.616963e-01	5.317350e-02	
2  2.15005	2.240983e+00	1.196977e-01	1.041278e+00	3.063243e+00	9.642516e-01	4.868014e-02	
11  3.03775	2.252302e+00	1.181144e-01	1.041521e+00	3.068402e+00	9.657612e-01	5.224527e-02	
39  2.92442	2.262328e+00	1.185918e-01	1.041682e+00	3.070118e+00	9.662617e-01	5.261637e-02	
2  1.22521	2.244107e+00	1.192733e-01	1.041318e+00	3.067919e+00	9.695997e-01	5.196694e-02	
1  1.62051	2.249053e+00	1.204261e-01	1.041352e+00	3.075629e+00	9.667237e-01	5.337768e-02	
9  1.62616	2.223207e+00	1.222254e-01	1.040986e+00	3.078139e+00	9.617711e-01	5.351089e-02	
1  1.90658	2.237852e+00	1.216369e-01	1.040983e+00	3.079538e+00	9.595166e-01	5.436350e-02	
2  2.89533	2.256385e+00	1.199666e-01	1.040772e+00	3.080268e+00	9.655345e-01	5.579012e-02	
3  2.75515	2.255613e+00	1.188976e-01	1.040781e+00	3.086034e+00	9.659021e-01	6.095482e-02	
4  1.4456	2.237054e+00	1.197944e-01	1.040735e+00	3.076925e+00	9.645500e-01	5.586264e-02	
5  2.53597	2.240358e+00	1.194255e-01	1.040733e+00	3.078177e+00	9.689595e-01	5.638344e-02	
1  2.14609	2.227847e+00	1.206433e-01	1.041559e+00	3.076514e+00	9.651312e-01	5.343977e-02	
5  1.00594	2.238668e+00	1.188295e-01	1.041158e+00	3.068768e+00	9.662836e-01	5.221916e-02	
1  1.45287	2.226473e+00	1.204092e-01	1.041209e+00	3.078284e+00	9.655007e-01	5.605113e-02	
5  2.08975	2.235859e+00	1.198110e-01	1.041269e+00	3.083939e+00	9.661799e-01	5.956451e-02	
6  1.81882	2.241614e+00	1.199606e-01	1.041446e+00	3.082232e+00	9.670070e-01	5.834271e-02	
5  2.39926	2.228141e+00	1.197985e-01	1.041579e+00	3.079711e+00	9.674467e-01	5.704349e-02	
4  1.70193	2.241475e+00	1.181196e-01	1.041399e+00	3.068258e+00	9.690337e-01	5.284530e-02	
6  3.24592	2.264596e+00	1.169335e-01	1.041015e+00	3.065636e+00	9.709799e-01	5.265365e-02	
2  3.58242	2.250960e+00	1.181665e-01	1.041024e+00	3.058413e+00	9.688770e-01	4.882519e-02	
1  3.92009	2.246342e+00	1.193301e-01	1.040795e+00	3.060561e+00	9.695979e-01	4.911950e-02	
5  4.21122	2.252602e+00	1.203203e-01	1.040797e+00	3.062338e+00	9.641895e-01	4.818723e-02	
14  4.29617	2.239353e+00	1.215429e-01	1.040940e+00	3.059993e+00	9.621908e-01	4.541768e-02	
2  2.95632	2.254674e+00	1.202304e-01	1.040925e+00	3.066677e+00	9.668107e-01	5.039377e-02	
2  2.22457	2.245659e+00	1.190275e-01	1.040890e+00	3.069524e+00	9.708368e-01	5.350474e-02	
1  3.11176	2.245372e+00	1.175968e-01	1.041351e+00	3.071423e+00	9.745477e-01	5.580224e-02	
2  2.65695	2.226064e+00	1.192632e-01	1.040969e+00	3.073700e+00	9.708509e-01	5.547468e-02	
3  2.80911	2.229396e+00	1.208456e-01	1.040710e+00	3.082903e+00	9.666560e-01	5.732889e-02	
2  3.70629	2.234220e+00	1.216420e-01	1.040545e+00	3.084246e+00	9.645265e-01	5.721593e-02	
1  6.74227	2.233560e+00	1.230441e-01	1.040765e+00	3.093953e+00	9.617200e-01	5.939345e-02	
4  1.96798	2.228026e+00	1.212187e-01	1.040705e+00	3.084465e+00	9.642038e-01	5.744078e-02	
# After 48 accepted steps: update proposal with max(R-1) = 0.309252 and jumping factor = 2.400000 
4  1.30551	2.225843e+00	1.212733e-01	1.041166e+00	3.083380e+00	9.609124e-01	5.594460e-02	
4  0.951109	2.255206e+00	1.190154e-01	1.041050e+00	3.079581e+00	9.651727e-01	5.687281e-02	
2  0.455535	2.246541e+00	1.194284e-01	1.041192e+00	3.081783e+00	9.665838e-01	5.795867e-02	
4  1.4637	2.252372e+00	1.205786e-01	1.040872e+00	3.078233e+00	9.639977e-01	5.450431e-02	
1  1.58134	2.255027e+00	1.192450e-01	1.041408e+00	3.072324e+00	9.681684e-01	5.410635e-02	
1  2.65157	2.251001e+00	1.194261e-01	1.041602e+00	3.064612e+00	9.647528e-01	4.852508e-02	
7  3.87862	2.244293e+00	1.203940e-01	1.041166e+00	3.056674e+00	9.628212e-01	4.381483e-02	
4  5.71084	2.256621e+00	1.201887e-01	1.040382e+00	3.064216e+00	9.648811e-01	4.834790e-02	
4  6.65571	2.251758e+00	1.199254e-01	1.040932e+00	3.072699e+00	9.729162e-01	5.438684e-02	
3  5.72563	2.221964e+00	1.205285e-01	1.041227e+00	3.064333e+00	9.705402e-01	5.037024e-02	
1  2.56332	2.251100e+00	1.194871e-01	1.041408e+00	3.072636e+00	9.701524e-01	5.458104e-02	
2  1.97446	2.260790e+00	1.191599e-01	1.041440e+00	3.075929e+00	9.689391e-01	5.587369e-02	
3  1.63715	2.233722e+00	1.207752e-01	1.041223e+00	3.068986e+00	9.667164e-01	5.099282e-02	
6  1.08605	2.250584e+00	1.203957e-01	1.041132e+00	3.070805e+00	9.636630e-01	5.060442e-02	
